"ID" "setSize" "enrichmentScore" "NES" "pvalue" "p.adjust" "qvalue" "core_enrichment" "rank"
"GOBP_DEFENSE_RESPONSE_TO_OTHER_ORGANISM" "GOBP_DEFENSE_RESPONSE_TO_OTHER_ORGANISM" 18 0.216505189936366 0.654725774654042 0.938864628820961 1 1 "MYO1C/RTN4/PPARG/CITED1/ANKRD17/SLC22A5/WNT5A" 97
"GOBP_NEGATIVE_REGULATION_OF_CATALYTIC_ACTIVITY" "GOBP_NEGATIVE_REGULATION_OF_CATALYTIC_ACTIVITY" 12 0.242238183740897 0.654051558514723 0.90280777537797 1 1 "PRKRIP1/PPARG/SMYD3/PTPA/CD44" 130
"GOCC_MITOCHONDRIAL_ENVELOPE" "GOCC_MITOCHONDRIAL_ENVELOPE" 23 0.202114850422539 0.65029107878897 0.947727272727273 1 1 "ATAD3B/ACADL/ACAD11/CRAT/SLC25A37/NDUFAF5/SLC25A36/BID/MIGA2/FPGS/OPA1/SLC25A45" 147
"GOBP_CELLULAR_RESPONSE_TO_HORMONE_STIMULUS" "GOBP_CELLULAR_RESPONSE_TO_HORMONE_STIMULUS" 16 -0.228373700538876 -0.649031059035064 0.921818181818182 1 1 "LPIN1/FOXP1/NEDD4/KANK1/ATP1A2/ACSL1/PTPN1/TRERF1" 137
"GOBP_CELL_PART_MORPHOGENESIS" "GOBP_CELL_PART_MORPHOGENESIS" 20 0.206030150753769 0.646272965842559 0.930434782608696 1 1 "NEDD4/KANK1/PRKG1/B4GALT6/EPB41L3/RUFY3/DIXDC1" 120
"GOCC_VACUOLE" "GOCC_VACUOLE" 12 0.238854207119142 0.644914703419228 0.907127429805616 1 1 "SBF2/SBF2/VPS4A/STARD3/IMPDH1/MYO6" 117
"GOMF_CYTOSKELETAL_PROTEIN_BINDING" "GOMF_CYTOSKELETAL_PROTEIN_BINDING" 31 0.183550124079983 0.644808791584166 0.948051948051948 1 1 "SVIL/DPYSL3/EPB41L3/COBLL1/SYNE3/BIN1/FMN2/CLASP2/DIXDC1/FMNL2" 95
"GOBP_RESPONSE_TO_PEPTIDE_HORMONE" "GOBP_RESPONSE_TO_PEPTIDE_HORMONE" 11 0.245006929970578 0.644116913004714 0.913978494623656 1 1 "LPIN1/KANK1/PTPN1/TWIST2" 5
"GOCC_COATED_VESICLE" "GOCC_COATED_VESICLE" 11 0.243083081367138 0.639059164541497 0.920430107526882 1 1 "DENND1A/GOLGA2/WNT5A/MYO6" 117
"GOBP_MEMBRANE_ORGANIZATION" "GOBP_MEMBRANE_ORGANIZATION" 21 0.20150902371385 0.634936071457071 0.94170403587444 1 1 "XKR8/RTN4/ATP8B4/TMCC1/VPS4A" 78
"GOBP_NEGATIVE_REGULATION_OF_MOLECULAR_FUNCTION" "GOBP_NEGATIVE_REGULATION_OF_MOLECULAR_FUNCTION" 19 -0.213163023852505 -0.634507518536096 0.942486085343228 1 1 "LPIN1/GPC3/NEDD4/ATP1A2/BIN1/PTPN1/CASQ2" 137
"GOBP_NEGATIVE_REGULATION_OF_CELL_CYCLE" "GOBP_NEGATIVE_REGULATION_OF_CELL_CYCLE" 10 0.250185108177985 0.633740229834288 0.921225382932166 1 1 "FHL1/BCL6/TP53I13" 83
"GOBP_REGULATION_OF_GROWTH" "GOBP_REGULATION_OF_GROWTH" 15 -0.225773565937794 -0.631019340311212 0.935779816513762 1 1 "FOXP1/JADE2/GPC3/RUFY3/FHL1/BCL6/RAI1/ING1" 134
"GOBP_CELLULAR_RESPONSE_TO_NITROGEN_COMPOUND" "GOBP_CELLULAR_RESPONSE_TO_NITROGEN_COMPOUND" 13 0.226412722779522 0.628106540199957 0.940928270042194 1 1 "MYO1C/RAPGEF2/PPARG" 62
"GOCC_SYNAPSE" "GOCC_SYNAPSE" 33 -0.185549415466139 -0.624915220650501 0.970802919708029 1 1 "ATP1A2/DPYSL3/BIN1/SHARPIN/MTHFR/DIXDC1/SLC1A4/PDZRN3" 97
"GOBP_REGULATION_OF_CELL_CYCLE" "GOBP_REGULATION_OF_CELL_CYCLE" 27 0.187645194733851 0.624714083367996 0.96969696969697 1 1 "FBXO31/CCNJ/CCDC57/JADE2/ZFHX3/SVIL/FHL1/BCL6/BIN1/BRD4/TP53I13" 145
"GOBP_NEGATIVE_REGULATION_OF_CELL_DEATH" "GOBP_NEGATIVE_REGULATION_OF_CELL_DEATH" 25 0.191158970789829 0.624558639335339 0.967441860465116 1 1 "BCL6/FMN2/CHST11/PTPN1/BNIP2/TWIST2" 79
"GOBP_CELL_SUBSTRATE_ADHESION" "GOBP_CELL_SUBSTRATE_ADHESION" 10 0.245975834474701 0.623077780324076 0.934354485776805 1 1 "KANK1/BCL6/CLASP2" 119
"GOCC_CELL_PROJECTION_MEMBRANE" "GOCC_CELL_PROJECTION_MEMBRANE" 13 0.223172685534293 0.619118138138286 0.947257383966245 1 1 "MYO1C/SLC22A5/MYO6/SLC26A6/CD44/PIP5K1C" 138
"GOBP_CELL_MORPHOGENESIS_INVOLVED_IN_DIFFERENTIATION" "GOBP_CELL_MORPHOGENESIS_INVOLVED_IN_DIFFERENTIATION" 15 -0.219864329233869 -0.61450348899281 0.954128440366973 1 1 "NEDD4/PRKG1/B4GALT6/RUFY3/DIXDC1/TNMD" 120
"GOBP_GLYCEROLIPID_BIOSYNTHETIC_PROCESS" "GOBP_GLYCEROLIPID_BIOSYNTHETIC_PROCESS" 13 0.220180582298427 0.610817546244292 0.955696202531646 1 1 "PNPLA2" 11
"GOBP_RESPONSE_TO_CYTOKINE" "GOBP_RESPONSE_TO_CYTOKINE" 20 -0.201967114178644 -0.610769362721588 0.957564575645756 1 1 "DPYSL3/ACSL1/SHARPIN/PTPN1/SBNO2/MTHFR" 89
"HALLMARK_ESTROGEN_RESPONSE_EARLY" "HALLMARK_ESTROGEN_RESPONSE_EARLY" 11 0.231740505096253 0.60923982345592 0.952688172043011 1 1 "AFF1/KAZN/SVIL/SLC1A4" 124
"GOCC_GOLGI_APPARATUS" "GOCC_GOLGI_APPARATUS" 39 0.16387886655389 0.607107364232081 0.991247264770241 1 1 "GPC3/NEDD4/WDR44/PRKG1/B4GALT6/MGAT1/PHTF1/BCL6/CHST11/LRBA/CLASP2/HS2ST1" 123
"GOBP_NEGATIVE_REGULATION_OF_LOCOMOTION" "GOBP_NEGATIVE_REGULATION_OF_LOCOMOTION" 11 -0.237108301014288 -0.606366501347734 0.94413407821229 1 1 "MCC/MCC/PPARG/LIMCH1/WNT5A" 97
"GOBP_GLYCEROPHOSPHOLIPID_METABOLIC_PROCESS" "GOBP_GLYCEROPHOSPHOLIPID_METABOLIC_PROCESS" 12 -0.228474534051946 -0.601218756590159 0.944341372912802 1 1 "ENPP2/MTMR1/PLD1/LPIN1/PLCD1/INPP4B/PI4KA" 168
"GOBP_PHOSPHOLIPID_METABOLIC_PROCESS" "GOBP_PHOSPHOLIPID_METABOLIC_PROCESS" 12 -0.228474534051946 -0.601218756590159 0.944341372912802 1 1 "ENPP2/MTMR1/PLD1/LPIN1/PLCD1/INPP4B/PI4KA" 168
"GOBP_ENDOCYTOSIS" "GOBP_ENDOCYTOSIS" 20 0.191567633670047 0.600907111500122 0.96304347826087 1 1 "XKR8/DENND1A/HOOK2/WNT5A/EHBP1/MYO6/EHBP1/PIP5K1C" 138
"GOBP_FOREBRAIN_DEVELOPMENT" "GOBP_FOREBRAIN_DEVELOPMENT" 10 0.232843137254902 0.589811537520772 0.956236323851203 1 1 "TBX3/KDM2B/TACC2/FOXP1/PRKG1/ATP1A2/DIXDC1" 164
"GOBP_PROTEIN_LOCALIZATION_TO_ORGANELLE" "GOBP_PROTEIN_LOCALIZATION_TO_ORGANELLE" 16 -0.207519214909826 -0.589763249906798 0.958181818181818 1 1 "CC2D2A/TOMM40L/ING1/SSB" 82
"GOMF_TRANSCRIPTION_COREGULATOR_ACTIVITY" "GOMF_TRANSCRIPTION_COREGULATOR_ACTIVITY" 12 -0.222488089848887 -0.585465742561288 0.948051948051948 1 1 "TBL1X/KDM2B/ZMIZ2/LPIN1/TRERF1/BRD4" 55
"GOCC_ENDOSOME" "GOCC_ENDOSOME" 24 0.181145711810135 0.583871536117997 0.990719257540603 1 1 "SBF2/SBF2/ARHGAP32/RAPGEF2/VPS4A/EHBP1/CLIP1/STARD3/MYO6" 117
"GOBP_NEGATIVE_REGULATION_OF_INTRACELLULAR_SIGNAL_TRANSDUCTION" "GOBP_NEGATIVE_REGULATION_OF_INTRACELLULAR_SIGNAL_TRANSDUCTION" 11 -0.227448101198171 -0.581662087627246 0.955307262569832 1 1 "VEPH1/KANK1/BCL6/RASA2/PTPN1" 139
"GOMF_TRANSPORTER_ACTIVITY" "GOMF_TRANSPORTER_ACTIVITY" 26 -0.17806272016237 -0.575422471871092 0.993055555555556 1 1 "SLC7A8/SLC9A5/SLC19A1/SLC6A6/SLC25A45/ATP11C/SLC16A7/CACNA2D1/ATP1A2/TOMM40L/MFSD5/SLC1A4/TRPC4AP" 130
"GOBP_RESPONSE_TO_WOUNDING" "GOBP_RESPONSE_TO_WOUNDING" 13 0.207285837256698 0.575045379400081 0.964135021097046 1 1 "KANK1/PRKG1/DPYSL3/FGF1/CLASP2" 119
"GOBP_NERVOUS_SYSTEM_PROCESS" "GOBP_NERVOUS_SYSTEM_PROCESS" 10 -0.229265738981679 -0.573196985309699 0.961467889908257 1 1 "TBL1X/LPIN1/ATP1A2/SLC1A4" 25
"GOBP_REGULATION_OF_HYDROLASE_ACTIVITY" "GOBP_REGULATION_OF_HYDROLASE_ACTIVITY" 20 0.182704044565231 0.57310390892117 0.971739130434783 1 1 "SMAD3/RAPGEF2/PPARG/WNT5A/BID/PTPA/CD44/BCAR3" 141
"GOBP_REGULATION_OF_CELL_GROWTH" "GOBP_REGULATION_OF_CELL_GROWTH" 10 -0.228902343321195 -0.572288444426141 0.961467889908257 1 1 "KDM2B/FOXP1/JADE2/RUFY3/FHL1/BCL6/ING1" 134
"GOBP_RESPONSE_TO_PEPTIDE" "GOBP_RESPONSE_TO_PEPTIDE" 12 -0.21479857873477 -0.565231197254088 0.959183673469388 1 1 "LPIN1/KANK1/CACNA2D1/PTPN1/TWIST2" 137
"GOBP_REGULATION_OF_CELL_ACTIVATION" "GOBP_REGULATION_OF_CELL_ACTIVATION" 10 -0.225970521030412 -0.564958471330271 0.965137614678899 1 1 "SH3KBP1/PRKG1/CD320/VAMP8/BCL6" 113
"GOBP_GLYCEROLIPID_METABOLIC_PROCESS" "GOBP_GLYCEROLIPID_METABOLIC_PROCESS" 15 0.195294224471432 0.563444483648039 0.964989059080963 1 1 "PNPLA2" 11
"GOCC_PLASMA_MEMBRANE_REGION" "GOCC_PLASMA_MEMBRANE_REGION" 30 0.161929084037996 0.563340723791042 0.993492407809111 1 1 "MYO1C/DENND1A/MPDZ/RAPGEF2/SLC22A5/MYO6/SLC26A6/SVIL/CD44/PIP5K1C/DST/SVIL/MYLK/INPP5F/SSPN/KANK1/STON1/EMP2/SPTBN1/DST/PFKM/SLC7A8/SLC19A1/PLD1/SLC6A6/NEDD4/KANK1/SLC16A7/SHROOM1/ATP1A2/SVIL/CD320/EPB41L3" 334
"GOBP_REGULATION_OF_MITOTIC_CELL_CYCLE" "GOBP_REGULATION_OF_MITOTIC_CELL_CYCLE" 12 0.206096619507768 0.556468072506082 0.974082073434125 1 1 "TOM1L2/WEE1/FBXO31/CCDC57/FHL1/BCL6/BRD4" 83
"GOBP_GLYCEROPHOSPHOLIPID_BIOSYNTHETIC_PROCESS" "GOBP_GLYCEROPHOSPHOLIPID_BIOSYNTHETIC_PROCESS" 10 -0.217829978650168 -0.544605956506786 0.979816513761468 1 1 "MTMR1/PLD1/LPIN1/INPP4B/PI4KA" 168
"GOBP_PHOSPHOLIPID_BIOSYNTHETIC_PROCESS" "GOBP_PHOSPHOLIPID_BIOSYNTHETIC_PROCESS" 10 -0.217829978650168 -0.544605956506786 0.979816513761468 1 1 "MTMR1/PLD1/LPIN1/INPP4B/PI4KA" 168
"GOCC_TRANSPORTER_COMPLEX" "GOCC_TRANSPORTER_COMPLEX" 10 -0.212115705914275 -0.530319461193534 0.979816513761468 1 1 "ATP11C/CACNA2D1/ATP1A2/CASQ2" 121
"GOBP_LIPID_BIOSYNTHETIC_PROCESS" "GOBP_LIPID_BIOSYNTHETIC_PROCESS" 20 0.166917440819529 0.523584675032393 0.993478260869565 1 1 "PNPLA2/ACADL/TTC7B/QKI/STARD3" 105
"GOCC_POLYMERIC_CYTOSKELETAL_FIBER" "GOCC_POLYMERIC_CYTOSKELETAL_FIBER" 20 -0.171213092473926 -0.517766032381866 0.998154981549816 1 1 "MID1/CCDC57/SHROOM1/SVIL/DPYSL3/NAV1/CLASP2/SLC1A4" 138
"GOCC_CILIUM" "GOCC_CILIUM" 11 0.196560196560197 0.516751697770988 0.982795698924731 1 1 "CDKL1/SLC26A6/MOK/FUZ/SPACA9/PFKM/TTLL5/FBXW8/TBX3/NEK8/CC2D2A" 338
"GOBP_LYMPHOCYTE_ACTIVATION" "GOBP_LYMPHOCYTE_ACTIVATION" 11 0.191212199095749 0.502691950081523 0.989247311827957 1 1 "SMAD3/BID/TRAF3IP2/CD44" 130
"GOBP_NEGATIVE_REGULATION_OF_ORGANELLE_ORGANIZATION" "GOBP_NEGATIVE_REGULATION_OF_ORGANELLE_ORGANIZATION" 11 -0.195244341992621 -0.499306131651932 0.985102420856611 1 1 "TOM1L2/MID1/KANK1/SVIL/CLASP2" 138
"GOCC_MICROTUBULE" "GOCC_MICROTUBULE" 15 0.166607217466303 0.480679435715055 0.99781181619256 1 1 "STAU2/HOOK2/GOLGA2" 65
"GOBP_REGULATION_OF_CATALYTIC_ACTIVITY" "GOBP_REGULATION_OF_CATALYTIC_ACTIVITY" 32 -0.142630457364293 -0.473730753756064 1 1 1 "PPP6R2/CCNJ/LPIN1/GPC3/PRKG1/ACSL1/BCL6/RASA2/BIN1/PTPN1/FGF1" 142
"GOBP_CELLULAR_COMPONENT_MORPHOGENESIS" "GOBP_CELLULAR_COMPONENT_MORPHOGENESIS" 23 0.140053682360662 0.450613401243305 1 1 1 "NEDD4/KANK1/PRKG1/B4GALT6/EPB41L3/RUFY3/CLASP2/DIXDC1" 120
"GOCC_BASAL_PART_OF_CELL" "GOCC_BASAL_PART_OF_CELL" 10 0.170614055318283 0.432179962339912 1 1 1 "MYO1C/SLC22A5/SLC26A6/CD44" 130
